LCR,LCR DESC,INC DATETIME,INC NO,LOCATION,DISTRICT
40A,Motor Vehicle Theft,02/23/2016 09:09:00 PM,P16010119,"(35.7795490751217, -78.61268397105597)",SOUTHEAST
40A,Motor Vehicle Theft,02/23/2016 07:34:00 PM,P16010112,"(35.861051578418994, -78.56861508448054)",NORTHEAST
40A,Motor Vehicle Theft,02/23/2016 05:47:00 PM,P16010101,"(35.818814018549716, -78.5962502534469)",NORTHEAST
40A,Motor Vehicle Theft,02/23/2016 04:58:00 PM,P16010084,"(35.731208895227404, -78.65093711707388)",SOUTWEST
40A,Motor Vehicle Theft,02/23/2016 01:36:00 PM,P16010033,"(35.82597582944281, -78.62102771426875)",NORTH
40A,Motor Vehicle Theft,02/22/2016 07:02:00 AM,P16009753,"(35.874868241071866, -78.72741973293236)",NORTHWEST
40A,Motor Vehicle Theft,02/22/2016 06:05:00 AM,P16009746,"(35.741915077745176, -78.57787249232157)",SOUTHEAST
40A,Motor Vehicle Theft,02/22/2016 05:57:00 AM,P16009747,"(35.84350205024094, -78.53879452795455)",NORTHEAST
40A,Motor Vehicle Theft,02/21/2016 05:08:00 PM,P16009693,"(35.905285897357295, -78.55605169836863)",NORTHEAST
40A,Motor Vehicle Theft,02/21/2016 09:00:00 AM,P16009632,"(35.80456883773437, -78.64386234454868)",DOWNTOWN
40A,Motor Vehicle Theft,02/20/2016 09:49:00 AM,P16009437,"(35.83542898238328, -78.59790445553922)",NORTH
40A,Motor Vehicle Theft,02/20/2016 02:12:00 AM,P16009409,"(35.785381474067506, -78.64445390060331)",DOWNTOWN
40A,Motor Vehicle Theft,02/19/2016 03:16:00 PM,P16009272,"(35.8420159957412, -78.57536686013333)",NORTHEAST
40A,Motor Vehicle Theft,02/19/2016 11:56:00 AM,P16009224,"(35.775764684850905, -78.6248073236375)",SOUTHEAST
40A,Motor Vehicle Theft,02/19/2016 08:08:00 AM,P16009185,"(35.844391108700954, -78.59576904447631)",NORTH
40A,Motor Vehicle Theft,02/19/2016 06:56:00 AM,P16009179,"(35.84200071430185, -78.53352058837645)",NORTHEAST
40A,Motor Vehicle Theft,02/18/2016 07:05:00 PM,P16009124,"(35.78487601187001, -78.71788326185256)",SOUTWEST
40A,Motor Vehicle Theft,02/18/2016 06:03:00 PM,P16009119,"(35.77922536789875, -78.60873801201292)",SOUTHEAST
40A,Motor Vehicle Theft,02/18/2016 11:54:00 AM,P16009047,"(35.735957012068916, -78.53687886248129)",SOUTHEAST
40A,Motor Vehicle Theft,02/18/2016 09:19:00 AM,P16009010,"(35.886735428515635, -78.59027649843854)",NORTHEAST
40A,Motor Vehicle Theft,02/18/2016 08:04:00 AM,P16009004,"(35.84286433151538, -78.5960163388183)",NORTH
40A,Motor Vehicle Theft,02/18/2016 07:33:00 AM,P16008996,"(35.842753557413886, -78.66225806467325)",NORTH
40A,Motor Vehicle Theft,02/18/2016 06:50:00 AM,P16008988,"(35.827080489211575, -78.59011768021642)",NORTH
40A,Motor Vehicle Theft,02/17/2016 06:33:00 AM,P16008802,"(35.839640368311265, -78.66421448152713)",NORTH
40A,Motor Vehicle Theft,02/16/2016 07:35:00 AM,P16008555,"(35.84607691643047, -78.67061895869476)",NORTH
40A,Motor Vehicle Theft,02/15/2016 03:42:00 PM,P16008469,"(35.89897279397779, -78.78692366469524)",NORTHWEST
40A,Motor Vehicle Theft,02/14/2016 08:35:00 PM,P16008284,"(35.84237311889026, -78.61231981858717)",NORTH
40A,Motor Vehicle Theft,02/14/2016 06:47:00 PM,P16008274,"(35.78900055498589, -78.64686075788171)",DOWNTOWN
40A,Motor Vehicle Theft,02/14/2016 06:38:00 AM,P16008192,"(35.75544385388545, -78.64833712795487)",DOWNTOWN
40A,Motor Vehicle Theft,02/14/2016 12:43:00 AM,P16008172,"(35.818030947186074, -78.60009955781227)",NORTHEAST
40A,Motor Vehicle Theft,02/13/2016 07:57:00 AM,P16008022,"(35.77511109545666, -78.60913761368965)",SOUTHEAST
40A,Motor Vehicle Theft,02/13/2016 07:56:00 AM,P16008021,"(35.84168731150284, -78.58821568404602)",NORTH
40A,Motor Vehicle Theft,02/13/2016 07:41:00 AM,P16008020,"(35.838709740716645, -78.63439479158573)",NORTH
40A,Motor Vehicle Theft,02/13/2016 12:05:00 AM,P16007974,"(35.83428510030366, -78.58453629574036)",NORTH
40A,Motor Vehicle Theft,02/12/2016 02:56:00 PM,P16007886,"(35.84624160188791, -78.59451212415777)",NORTH
40A,Motor Vehicle Theft,02/12/2016 12:37:00 PM,P16007854,"(35.83547717629133, -78.59668272493762)",NORTH
40A,Motor Vehicle Theft,02/11/2016 10:26:00 PM,P16007776,"(35.863687645481484, -78.71289393347615)",NORTHWEST
40A,Motor Vehicle Theft,02/11/2016 06:58:00 AM,P16007613,"(35.741210332764005, -78.60132940719755)",SOUTHEAST
40A,Motor Vehicle Theft,02/11/2016 06:58:00 AM,P16007614,"(35.74083895824458, -78.59931402370255)",SOUTHEAST
40A,Motor Vehicle Theft,02/11/2016 05:53:00 AM,P16007608,"(35.84644417484983, -78.59088130250079)",NORTH
40A,Motor Vehicle Theft,02/11/2016 05:06:00 AM,P16007605,"(35.84203044172993, -78.59748121848644)",NORTH
40A,Motor Vehicle Theft,02/10/2016 12:16:00 PM,P16007475,"(35.77293332164665, -78.7230270690005)",SOUTWEST
40A,Motor Vehicle Theft,02/10/2016 07:28:00 AM,P16007419,"(35.78387285298808, -78.59265002151271)",SOUTHEAST
40A,Motor Vehicle Theft,02/10/2016 02:28:00 AM,P16007405,"(35.76997824437315, -78.62132974460995)",SOUTHEAST
11,Homicide/Murder-Nonnegligent Manslaughter,02/08/2016 01:23:00 AM,P16007032,"(35.85440695563671, -78.60667716775276)",NORTH
40A,Motor Vehicle Theft,02/07/2016 06:39:00 PM,P16006989,"(35.76645729628415, -78.63433721020746)",DOWNTOWN
40A,Motor Vehicle Theft,02/07/2016 03:28:00 PM,P16006970,"(35.83468767909837, -78.59956434538833)",NORTH
40A,Motor Vehicle Theft,02/07/2016 11:50:00 AM,P16006944,"(35.74680433102905, -78.67633699898319)",SOUTWEST
40A,Motor Vehicle Theft,02/07/2016 11:27:00 AM,P16006942,"(35.92597795181183, -78.58218722724202)",NORTHEAST
40A,Motor Vehicle Theft,02/06/2016 08:59:00 PM,P16006845,"(35.72737229659449, -78.65040871883345)",DOWNTOWN
40A,Motor Vehicle Theft,02/05/2016 09:58:00 AM,P16006503,"(35.866666652792674, -78.64107009748186)",NORTH
40A,Motor Vehicle Theft,02/04/2016 12:22:00 PM,P16006312,"(35.86372791087002, -78.702653988917)",NORTH
40A,Motor Vehicle Theft,02/04/2016 09:28:00 AM,P16006288,"(35.754391384203394, -78.56457211935236)",SOUTHEAST
40A,Motor Vehicle Theft,02/04/2016 06:34:00 AM,P16006263,"(35.72758520315297, -78.5324783141416)",SOUTHEAST
40A,Motor Vehicle Theft,02/03/2016 10:08:00 PM,P16006248,"(35.78616318675046, -78.68916585744896)",SOUTWEST
40A,Motor Vehicle Theft,02/03/2016 01:12:00 PM,P16006119,"(35.79619278232956, -78.63034013831735)",DOWNTOWN
40A,Motor Vehicle Theft,02/03/2016 08:08:00 AM,P16006077,"(35.79681138316262, -78.58423647941693)",NORTHEAST
40A,Motor Vehicle Theft,02/03/2016 06:54:00 AM,P16006064,"(35.81928165592467, -78.59524419177667)",NORTHEAST
40A,Motor Vehicle Theft,02/02/2016 10:52:00 PM,P16006038,"(35.85748031855582, -78.61595080512188)",NORTH
40A,Motor Vehicle Theft,02/02/2016 08:04:00 AM,P16005861,"(35.86723550857097, -78.62615656538158)",NORTH
40A,Motor Vehicle Theft,02/02/2016 07:43:00 AM,P16005854,"(35.77129237071261, -78.63341528768743)",DOWNTOWN
40A,Motor Vehicle Theft,02/01/2016 04:44:00 PM,P16005793,"(35.79025225826447, -78.7399819859535)",SOUTWEST
40A,Motor Vehicle Theft,02/01/2016 02:45:00 PM,P16005741,"(35.86931905591347, -78.58040301378159)",NORTHEAST
40A,Motor Vehicle Theft,02/01/2016 02:34:00 PM,P16005733,"(35.83048386789993, -78.58350058269811)",NORTH
40A,Motor Vehicle Theft,02/01/2016 08:02:00 AM,P16005657,"(35.82414458849115, -78.60409996610404)",NORTH
40A,Motor Vehicle Theft,01/31/2016 03:33:00 AM,P16005483,"(35.76499526033231, -78.64108975354326)",DOWNTOWN
40A,Motor Vehicle Theft,01/29/2016 11:17:00 PM,P16005253,"(35.882581989288035, -78.56151549609167)",NORTHEAST
40A,Motor Vehicle Theft,01/29/2016 08:35:00 PM,P16005224,"(35.79917210368682, -78.56207487818777)",NORTHEAST
40A,Motor Vehicle Theft,01/29/2016 02:16:00 PM,P16005123,"(35.75940997005499, -78.63813253110301)",DOWNTOWN
40A,Motor Vehicle Theft,01/29/2016 09:22:00 AM,P16005066,"(35.80116196212163, -78.57945696515986)",NORTHEAST
40A,Motor Vehicle Theft,01/29/2016 07:19:00 AM,P16005056,"(35.91647968700259, -78.79981318831585)",NORTHWEST
40A,Motor Vehicle Theft,01/29/2016 02:15:00 AM,P16005024,"(35.8752776055584, -78.54153316349449)",NORTHEAST
40A,Motor Vehicle Theft,01/28/2016 06:02:00 PM,P16004988,"(35.84076760032779, -78.59597501938512)",NORTH
40A,Motor Vehicle Theft,01/28/2016 03:45:00 PM,P16004940,"(35.79358151781437, -78.60815289270614)",SOUTHEAST
40A,Motor Vehicle Theft,01/28/2016 03:22:00 PM,P16004927,"(35.88891390912517, -78.51306213399974)",NORTHEAST
40A,Motor Vehicle Theft,01/28/2016 01:22:00 PM,P16004920,"(35.86988209818218, -78.69318665686767)",NORTHWEST
40A,Motor Vehicle Theft,01/28/2016 11:16:00 AM,P16004885,"(35.85692689155304, -78.64981606452467)",NORTH
40A,Motor Vehicle Theft,01/27/2016 07:33:00 AM,P16004661,"(35.881276424715594, -78.59848546290225)",NORTH
40A,Motor Vehicle Theft,01/27/2016 07:16:00 AM,P16004656,"(35.89005519971363, -78.54154959185416)",NORTHEAST
40A,Motor Vehicle Theft,01/27/2016 07:11:00 AM,P16004659,"(35.858455044023714, -78.65437602457334)",NORTH
40A,Motor Vehicle Theft,01/27/2016 04:25:00 AM,P16004646,"(35.76334180952017, -78.62756533465885)",SOUTHEAST
40A,Motor Vehicle Theft,01/26/2016 04:58:00 PM,P16004575,"(35.8454291028927, -78.5555452177494)",NORTHEAST
40A,Motor Vehicle Theft,01/26/2016 11:48:00 AM,P16004519,"(35.730989309455836, -78.5341374351601)",SOUTHEAST
40A,Motor Vehicle Theft,01/26/2016 07:19:00 AM,P16004463,"(35.81053866474467, -78.73628668809863)",SOUTWEST
40A,Motor Vehicle Theft,01/25/2016 06:08:00 PM,P16004401,"(35.769428726186895, -78.6076033434643)",SOUTHEAST
40A,Motor Vehicle Theft,01/25/2016 07:25:00 AM,P16004291,"(35.86195096788513, -78.68303467639558)",NORTHWEST
40A,Motor Vehicle Theft,01/25/2016 05:54:00 AM,P16004289,"(35.840542211437764, -78.58422609174615)",NORTH
40A,Motor Vehicle Theft,01/24/2016 08:28:00 PM,P16004247,"(35.762231394506614, -78.63056735612837)",SOUTHEAST
40A,Motor Vehicle Theft,01/24/2016 02:39:00 PM,P16004217,"(35.77861291631722, -78.69118169771089)",SOUTWEST
40A,Motor Vehicle Theft,01/24/2016 02:09:00 PM,P16004207,"(35.749287056524146, -78.67252369940195)",SOUTWEST
40A,Motor Vehicle Theft,01/24/2016 11:18:00 AM,P16004171,"(35.84579096091085, -78.58749901063432)",NORTH
40A,Motor Vehicle Theft,01/24/2016 08:34:00 AM,P16004148,"(35.837443172189786, -78.64950532738558)",NORTH
40A,Motor Vehicle Theft,01/23/2016 11:00:00 AM,P16004051,"(35.81738087961297, -78.59259592793047)",NORTHEAST
40A,Motor Vehicle Theft,01/22/2016 09:17:00 PM,P16004010,"(35.8773220682625, -78.62460325700347)",NORTH
40A,Motor Vehicle Theft,01/22/2016 04:40:00 PM,P16003995,"(35.73519151327813, -78.63934729154607)",DOWNTOWN
40A,Motor Vehicle Theft,01/21/2016 11:01:00 PM,P16003899,"(35.79092255504548, -78.66312754595226)",SOUTWEST
40A,Motor Vehicle Theft,01/21/2016 09:32:00 PM,P16003885,"(35.794156110898804, -78.58289530768833)",SOUTHEAST
40A,Motor Vehicle Theft,01/21/2016 08:20:00 PM,P16003880,"(35.851743179263615, -78.58541540998839)",NORTH
40A,Motor Vehicle Theft,01/21/2016 05:25:00 PM,P16003827,"(35.78013111586795, -78.67554280630274)",SOUTWEST
40A,Motor Vehicle Theft,01/21/2016 05:06:00 PM,P16003824,"(35.792113360611886, -78.54469395915862)",SOUTHEAST
40A,Motor Vehicle Theft,01/21/2016 02:53:00 PM,P16003791,"(35.83567997424622, -78.58294712279601)",NORTHEAST
40A,Motor Vehicle Theft,01/21/2016 08:11:00 AM,P16003711,"(35.79267698660998, -78.58184095280505)",SOUTHEAST
40A,Motor Vehicle Theft,01/20/2016 06:38:00 PM,P16003646,"(35.8448472215818, -78.58318045940403)",NORTH
40A,Motor Vehicle Theft,01/20/2016 08:59:00 AM,P16003525,"(35.853649598299356, -78.70722493139084)",NORTHWEST
40A,Motor Vehicle Theft,01/19/2016 06:28:00 AM,P16003290,"(35.798539476052994, -78.57595009344656)",SOUTHEAST
40A,Motor Vehicle Theft,01/19/2016 04:40:00 AM,P16003287,"(35.84878022601913, -78.60824204980733)",NORTH
40A,Motor Vehicle Theft,01/18/2016 09:57:00 AM,P16003151,"(35.84767073609355, -78.59173652154949)",NORTH
40A,Motor Vehicle Theft,01/18/2016 08:13:00 AM,P16003138,"(35.74036356798319, -78.6339418909893)",DOWNTOWN
40A,Motor Vehicle Theft,01/17/2016 11:35:00 AM,P16003044,"(35.860630519645696, -78.70836984801713)",NORTHWEST
40A,Motor Vehicle Theft,01/17/2016 10:35:00 AM,P16003033,"(35.771857668611254, -78.60103031253595)",SOUTHEAST
40A,Motor Vehicle Theft,01/17/2016 08:01:00 AM,P16003027,"(35.823821097400156, -78.59801354162857)",NORTH
40A,Motor Vehicle Theft,01/17/2016 05:27:00 AM,P16003022,"(35.76409136377484, -78.63189812364111)",SOUTHEAST
40A,Motor Vehicle Theft,01/17/2016 04:21:00 AM,P16003018,"(35.741799478808744, -78.63504758042691)",DOWNTOWN
40A,Motor Vehicle Theft,01/16/2016 01:35:00 PM,P16002904,"(35.85519461457203, -78.70674078407865)",NORTHWEST
40A,Motor Vehicle Theft,01/16/2016 10:43:00 AM,P16002878,"(35.74481313535655, -78.66882357857162)",SOUTWEST
40A,Motor Vehicle Theft,01/15/2016 11:37:00 AM,P16002657,"(35.80183092878346, -78.6207449246101)",SOUTHEAST
40A,Motor Vehicle Theft,01/15/2016 08:07:00 AM,P16002633,"(35.90118754480231, -78.80205038796785)",NORTHWEST
40A,Motor Vehicle Theft,01/14/2016 11:17:00 AM,P16002467,"(35.7805494454218, -78.60211486871208)",SOUTHEAST
40A,Motor Vehicle Theft,01/14/2016 10:11:00 AM,P16002464,"(35.73806332054211, -78.65279630024718)",SOUTWEST
40A,Motor Vehicle Theft,01/13/2016 06:21:00 PM,P16002375,"(35.86311102746927, -78.57527857116926)",NORTHEAST
40A,Motor Vehicle Theft,01/13/2016 04:19:00 PM,P16002342,"(35.843471439578096, -78.58983374168842)",NORTH
40A,Motor Vehicle Theft,01/13/2016 08:04:00 AM,P16002247,"(35.816450296343, -78.69542384891493)",NORTHWEST
40A,Motor Vehicle Theft,01/13/2016 12:38:00 AM,P16002217,"(35.844083524830786, -78.5817177097565)",NORTH
40A,Motor Vehicle Theft,01/13/2016 12:09:00 AM,P16002214,"(35.78335948528741, -78.58959678542665)",SOUTHEAST
40A,Motor Vehicle Theft,01/12/2016 04:07:00 PM,P16002180,"(35.87173402953273, -78.6936632125096)",NORTHWEST
40A,Motor Vehicle Theft,01/12/2016 07:10:00 AM,P16002033,"(35.77471104741689, -78.63393913206477)",DOWNTOWN
40A,Motor Vehicle Theft,01/12/2016 12:49:00 AM,P16002012,"(35.829801417710506, -78.59005002975707)",NORTH
40A,Motor Vehicle Theft,01/11/2016 04:38:00 PM,P16001935,"(35.7724268420608, -78.6528559470575)",SOUTHEAST
40A,Motor Vehicle Theft,01/11/2016 07:14:00 AM,P16001830,"(35.81466322908715, -78.57833966764859)",NORTHEAST
40A,Motor Vehicle Theft,01/11/2016 06:46:00 AM,P16001827,"(35.77022531625238, -78.61923454723936)",SOUTHEAST
40A,Motor Vehicle Theft,01/10/2016 10:34:00 PM,P16001807,"(35.81179893570336, -78.59444228341728)",NORTHEAST
40A,Motor Vehicle Theft,01/10/2016 10:11:00 PM,P16001806,"(35.79517613869091, -78.53928458390652)",NORTHEAST
40A,Motor Vehicle Theft,01/10/2016 10:10:00 AM,P16001717,"(35.819980981572975, -78.58991391068359)",NORTHEAST
40A,Motor Vehicle Theft,01/09/2016 01:08:00 PM,P16001591,"(35.74659522770902, -78.65732644486995)",SOUTWEST
40A,Motor Vehicle Theft,01/09/2016 08:04:00 AM,P16001551,"(35.75448185094684, -78.56286698339547)",SOUTHEAST
40A,Motor Vehicle Theft,01/08/2016 11:17:00 PM,P16001507,"(35.7850674371508, -78.58320874318579)",SOUTHEAST
40A,Motor Vehicle Theft,01/08/2016 07:05:00 PM,P16001460,"(35.850350177624684, -78.60886727327646)",NORTH
40A,Motor Vehicle Theft,01/08/2016 08:10:00 AM,P16001319,"(35.75304646107868, -78.72714857270037)",SOUTWEST
40A,Motor Vehicle Theft,01/08/2016 08:09:00 AM,P16001318,"(35.890269615503, -78.63278831512307)",NORTH
40A,Motor Vehicle Theft,01/08/2016 07:43:00 AM,P16001311,"(35.778704607417424, -78.6437352765596)",DOWNTOWN
40A,Motor Vehicle Theft,01/07/2016 10:39:00 AM,P16001138,"(35.88789904353929, -78.61524803218039)",NORTH
40A,Motor Vehicle Theft,01/07/2016 08:29:00 AM,P16001116,"(35.780413749946796, -78.73740196908432)",SOUTWEST
40A,Motor Vehicle Theft,01/07/2016 07:48:00 AM,P16001110,"(35.889501068923245, -78.61404118734443)",NORTH
40A,Motor Vehicle Theft,01/07/2016 07:11:00 AM,P16001107,"(35.92153865720325, -78.77404137433115)",NORTHWEST
40A,Motor Vehicle Theft,01/07/2016 06:43:00 AM,P16001102,"(35.777847447707636, -78.6275399351553)",SOUTHEAST
40A,Motor Vehicle Theft,01/06/2016 10:08:00 AM,P16000932,"(35.839012890109196, -78.565336908234)",NORTHEAST
40A,Motor Vehicle Theft,01/06/2016 08:28:00 AM,P16000917,"(35.84241884010745, -78.56862855101016)",NORTHEAST
40A,Motor Vehicle Theft,01/06/2016 08:04:00 AM,P16000920,"(35.86556593095014, -78.70997110214725)",NORTHWEST
40A,Motor Vehicle Theft,01/06/2016 03:23:00 AM,P16000904,"(35.78546243370134, -78.73426859794827)",SOUTWEST
40A,Motor Vehicle Theft,01/05/2016 10:02:00 AM,P16000756,"(35.77880583865311, -78.64354335593076)",DOWNTOWN
40A,Motor Vehicle Theft,01/05/2016 07:12:00 AM,P16000732,"(35.91808602337798, -78.79843899721271)",NORTHWEST
40A,Motor Vehicle Theft,01/05/2016 06:58:00 AM,P16000728,"(35.77500785066237, -78.63313441922051)",DOWNTOWN
40A,Motor Vehicle Theft,01/03/2016 01:20:00 AM,P16000385,"(35.8703208156854, -78.71569024416635)",NORTHWEST
40A,Motor Vehicle Theft,01/02/2016 10:42:00 PM,P16000364,"(35.86966864111701, -78.58237313379375)",NORTH
40A,Motor Vehicle Theft,01/02/2016 06:22:00 PM,P16000327,"(35.77111107309571, -78.68793071840973)",SOUTWEST
40A,Motor Vehicle Theft,01/02/2016 03:32:00 PM,P16000294,"(35.852031152975535, -78.6281842434452)",NORTH
40A,Motor Vehicle Theft,01/02/2016 02:22:00 PM,P16000279,"(35.806596404475286, -78.59277835651648)",NORTHEAST
40A,Motor Vehicle Theft,01/02/2016 10:39:00 AM,P16000246,"(35.90109848495734, -78.76186043985993)",NORTHWEST
40A,Motor Vehicle Theft,01/02/2016 08:31:00 AM,P16000232,"(35.74984006868905, -78.60179902628313)",SOUTHEAST
40A,Motor Vehicle Theft,01/01/2016 03:45:00 PM,P16000137,"(35.77736632695764, -78.63867756873559)",DOWNTOWN
40A,Motor Vehicle Theft,12/31/2015 04:21:00 PM,P15072923,"(35.8440581502948, -78.57147283702128)",NORTHEAST
40A,Motor Vehicle Theft,12/31/2015 11:16:00 AM,P15072850,"(35.77916015356994, -78.66236565205313)",SOUTWEST
40A,Motor Vehicle Theft,12/31/2015 08:56:00 AM,P15072845,"(35.76004614939298, -78.63216379121391)",SOUTHEAST
40A,Motor Vehicle Theft,12/30/2015 05:28:00 PM,P15072755,"(35.886154676961596, -78.59008017646264)",NORTHEAST
40A,Motor Vehicle Theft,12/29/2015 01:50:00 PM,P15072520,"(35.89424611218288, -78.5687774450685)",NORTHEAST
40A,Motor Vehicle Theft,12/29/2015 09:28:00 AM,P15072467,"(35.78803355551844, -78.7429389041757)",SOUTWEST
40A,Motor Vehicle Theft,12/29/2015 08:06:00 AM,P15072457,"(35.86245442219684, -78.62884854628328)",NORTH
40A,Motor Vehicle Theft,12/29/2015 03:11:00 AM,P15072441,"(35.74008514066118, -78.59759678638449)",SOUTHEAST
40A,Motor Vehicle Theft,12/28/2015 04:28:00 PM,P15072361,"(35.76601282679766, -78.63217701115067)",DOWNTOWN
40A,Motor Vehicle Theft,12/28/2015 02:24:00 PM,P15072337,"(35.847312782697415, -78.55448248769636)",NORTHEAST
40A,Motor Vehicle Theft,12/28/2015 09:01:00 AM,P15072262,"(35.90178969856203, -78.55360677267916)",NORTHEAST
40A,Motor Vehicle Theft,12/26/2015 10:19:00 PM,P15072058,"(35.92452672841016, -78.55787563793702)",NORTHEAST
40A,Motor Vehicle Theft,12/25/2015 06:40:00 AM,P15071832,"(35.7424504124234, -78.60595161386617)",SOUTHEAST
40A,Motor Vehicle Theft,12/24/2015 08:47:00 PM,P15071790,"(35.8084338885623, -78.6233746730054)",NORTH
40A,Motor Vehicle Theft,12/24/2015 07:38:00 AM,P15071659,"(35.75563752296262, -78.54762431756726)",SOUTHEAST
40A,Motor Vehicle Theft,12/24/2015 07:25:00 AM,P15071660,"(35.81701291727349, -78.59744949513856)",NORTHEAST
40A,Motor Vehicle Theft,12/23/2015 09:45:00 PM,P15071606,"(35.79016905322524, -78.55433012743379)",SOUTHEAST
40A,Motor Vehicle Theft,12/22/2015 09:18:00 AM,P15071203,"(35.80222856224674, -78.64908775238959)",SOUTWEST
40A,Motor Vehicle Theft,12/21/2015 07:36:00 PM,P15071122,"(35.74595597804201, -78.64664865012423)",DOWNTOWN
40A,Motor Vehicle Theft,12/21/2015 10:36:00 AM,P15070992,"(35.736388103393956, -78.57499200614407)",SOUTHEAST
40A,Motor Vehicle Theft,12/21/2015 08:43:00 AM,P15070963,"(35.75634313607343, -78.58345649020214)",SOUTHEAST
40A,Motor Vehicle Theft,12/19/2015 10:49:00 AM,P15070686,"(35.89228889042551, -78.51119683351709)",NORTHEAST
40A,Motor Vehicle Theft,12/19/2015 10:47:00 AM,P15070681,"(35.74592925198084, -78.65953322984456)",SOUTWEST
40A,Motor Vehicle Theft,12/19/2015 05:57:00 AM,P15070657,"(35.75314601061302, -78.56676260722975)",SOUTHEAST
40A,Motor Vehicle Theft,12/19/2015 04:03:00 AM,P15070651,"(35.753603151920295, -78.67903579161343)",SOUTWEST
40A,Motor Vehicle Theft,12/18/2015 04:59:00 PM,P15070554,"(35.769617406815016, -78.72916072235932)",SOUTWEST
40A,Motor Vehicle Theft,12/18/2015 04:05:00 PM,P15070547,"(35.82923513543081, -78.58465169562706)",NORTH
40A,Motor Vehicle Theft,12/18/2015 12:02:00 PM,P15070496,"(35.86923762231052, -78.64805988817331)",NORTH
40A,Motor Vehicle Theft,12/18/2015 03:48:00 AM,P15070454,"(35.76562511814409, -78.72625311180597)",SOUTWEST
40A,Motor Vehicle Theft,12/17/2015 04:21:00 PM,P15070349,"(35.82120400344586, -78.6262043347377)",NORTH
40A,Motor Vehicle Theft,12/16/2015 06:34:00 PM,P15070170,"(35.848815135570035, -78.58702745327557)",NORTH
40A,Motor Vehicle Theft,12/16/2015 11:13:00 AM,P15070055,"(35.795801727772606, -78.65087040184424)",DOWNTOWN
40A,Motor Vehicle Theft,12/16/2015 09:44:00 AM,P15070022,"(35.73797246575216, -78.6567126361833)",SOUTWEST
40A,Motor Vehicle Theft,12/16/2015 08:03:00 AM,P15069994,"(35.88200031006886, -78.59562685056034)",NORTH
40A,Motor Vehicle Theft,12/16/2015 07:40:00 AM,P15069991,"(35.848437622507056, -78.58756920432928)",NORTH
40A,Motor Vehicle Theft,12/14/2015 10:05:00 PM,P15069735,"(35.78691223375847, -78.64654811235651)",DOWNTOWN
40A,Motor Vehicle Theft,12/14/2015 09:22:00 PM,P15069722,"(35.741153823869794, -78.63490762154719)",DOWNTOWN
40A,Motor Vehicle Theft,12/14/2015 07:23:00 AM,P15069508,"(35.74331713854943, -78.6521974791165)",SOUTWEST
40A,Motor Vehicle Theft,12/14/2015 06:52:00 AM,P15069492,"(35.76596251104139, -78.63101100958883)",SOUTHEAST
40A,Motor Vehicle Theft,12/14/2015 06:08:00 AM,P15069486,"(35.79504248869397, -78.6020606212291)",SOUTHEAST
40A,Motor Vehicle Theft,12/12/2015 07:24:00 PM,P15069266,"(35.85261166399754, -78.58711044275076)",NORTH
40A,Motor Vehicle Theft,12/10/2015 05:13:00 PM,P15068766,"(35.78620560614246, -78.71046695348495)",SOUTWEST
40A,Motor Vehicle Theft,12/10/2015 08:41:00 AM,P15068671,"(35.79118155672846, -78.62289388978915)",SOUTHEAST
40A,Motor Vehicle Theft,12/10/2015 08:19:00 AM,P15068672,"(35.85306886589614, -78.72007717302304)",NORTHWEST
40A,Motor Vehicle Theft,12/08/2015 07:06:00 AM,P15068282,"(35.74941549808381, -78.6494488363894)",DOWNTOWN
40A,Motor Vehicle Theft,12/08/2015 05:57:00 AM,P15068279,"(35.76017307209852, -78.62898425036974)",SOUTHEAST
40A,Motor Vehicle Theft,12/07/2015 12:41:00 AM,P15068088,"(35.7998441126948, -78.60682776539649)",SOUTHEAST
40A,Motor Vehicle Theft,12/06/2015 08:14:00 PM,P15068063,"(35.74199315847322, -78.66101557338627)",SOUTWEST
40A,Motor Vehicle Theft,12/06/2015 08:57:00 AM,P15067994,"(35.74314331769424, -78.6530160426902)",SOUTWEST
40A,Motor Vehicle Theft,12/06/2015 01:08:00 AM,P15067951,"(35.83645870650409, -78.5962320216393)",NORTH
40A,Motor Vehicle Theft,12/05/2015 10:11:00 PM,P15067936,"(35.857305870611555, -78.7120824142171)",NORTHWEST
40A,Motor Vehicle Theft,12/04/2015 10:50:00 PM,P15067741,"(35.84266418450889, -78.5800733742003)",NORTH
40A,Motor Vehicle Theft,12/04/2015 02:02:00 PM,P15067637,"(35.791011719106486, -78.6786747531361)",SOUTWEST
40A,Motor Vehicle Theft,12/04/2015 07:13:00 AM,P15067530,"(35.793786514130495, -78.60062925686856)",SOUTHEAST
11,Homicide/Murder-Nonnegligent Manslaughter,12/04/2015 01:37:00 AM,P15067508,"(35.79727263204477, -78.57729271048707)",NORTHEAST
40A,Motor Vehicle Theft,12/02/2015 09:43:00 PM,P15067300,"(35.84540547125026, -78.57220936478554)",NORTHEAST
40A,Motor Vehicle Theft,12/02/2015 05:24:00 PM,P15067231,"(35.78447102458112, -78.70214739716616)",SOUTWEST
40A,Motor Vehicle Theft,12/02/2015 02:33:00 PM,P15067188,"(35.85755529332727, -78.59482993936945)",NORTH
40A,Motor Vehicle Theft,12/01/2015 04:55:00 PM,P15067012,"(35.80371554989136, -78.59377156580393)",NORTHEAST
